item_index,prompt,choices,gold_label,predicted_label,correct,correct_raw,perplexity,ttft_sec,tbt_sec,total_latency_sec,peak_memory_gb
0,"An astronomer observes that a planet rotates faster after a meteorite impact. Which is the most likely effect of this increase in rotation?

Answer choices:
A. Planetary density will decrease.
B. Planetary years will become longer.
C. Planetary days will become shorter.
D. Planetary gravity will become stronger.","[('A', 'Planetary density will decrease.'), ('B', 'Planetary years will become longer.'), ('C', 'Planetary days will become shorter.'), ('D', 'Planetary gravity will become stronger.')]",C,D,0,1,20.236117754281608,0.0151521150000917,0.0178784540680711,2.688741208006832,0.002685546875
1,"A group of engineers wanted to know how different building designs would respond during an earthquake. They made several models of buildings and tested each for its ability to withstand earthquake conditions. Which will most likely result from testing different building designs?

Answer choices:
A. buildings will be built faster
B. buildings will be made safer
C. building designs will look nicer
D. building materials will be cheaper","[('A', 'buildings will be built faster'), ('B', 'buildings will be made safer'), ('C', 'building designs will look nicer'), ('D', 'building materials will be cheaper')]",B,D,0,1,25.073352284252262,0.014933957500034,0.0178289873066068,3.8394811390007817,0.00390625
2,"The end result in the process of photosynthesis is the production of sugar and oxygen. Which step signals the beginning of photosynthesis?

Answer choices:
A. Chemical energy is absorbed through the roots.
B. Light energy is converted to chemical energy.
C. Chlorophyll in the leaf captures light energy.
D. Sunlight is converted into chlorophyll.","[('A', 'Chemical energy is absorbed through the roots.'), ('B', 'Light energy is converted to chemical energy.'), ('C', 'Chlorophyll in the leaf captures light energy.'), ('D', 'Sunlight is converted into chlorophyll.')]",C,B,0,0,5.749484324425492,0.0149398850003308,0.0177972728278056,2.747147736999977,0.0029296875
3,"A physicist wants to determine the speed a car must reach to jump over a ramp. The physicist conducts three trials. In trials two and three, the speed of the car is increased by 20 miles per hour. What is the physicist investigating when he changes the speed?

Answer choices:
A. the control
B. the hypothesis statement
C. the dependent (responding) variable
D. the independent (manipulated) variable","[('A', 'the control'), ('B', 'the hypothesis statement'), ('C', 'the dependent (responding) variable'), ('D', 'the independent (manipulated) variable')]",D,D,1,0,5.857827636221279,0.0149112125004648,0.0178144423145802,4.477626544017767,0.0048828125
4,"Devil facial tumor disease (DFTD) is a disease that is decimating the population of Tasmanian devils. The disease passes from one animal to another through bites and is caused by parasites. The parasites cause cancerous tumors that spread throughout an infected animal's body and kill it. What is the best description of DFTD?

Answer choices:
A. a non-infectious, cell-cycle disease
B. an infectious, cell-cycle disease
C. a non-infectious, chronic disease
D. an infectious, chronic disease","[('A', 'a non-infectious, cell-cycle disease'), ('B', 'an infectious, cell-cycle disease'), ('C', 'a non-infectious, chronic disease'), ('D', 'an infectious, chronic disease')]",B,D,0,0,134.5155591099866,0.0148956747498232,0.0178556610886125,5.701971603000857,0.005859375
5,"A type of small mammal from the mountain regions of the western United States makes its home out of piles of rock. During summer months, the mammal places grasses and seeds in protected places in the rock piles. Which of the following is the most likely reason for this behavior?

Answer choices:
A. to repare for migration before winter
B. to provide warmth during the cold winter months
C. to store food that will be eaten over the winter months
D. to protect the grasses and seeds from decay before winter","[('A', 'to repare for migration before winter'), ('B', 'to provide warmth during the cold winter months'), ('C', 'to store food that will be eaten over the winter months'), ('D', 'to protect the grasses and seeds from decay before winter')]",C,B,0,0,9.185889061695825,0.0148851594999541,0.0178454326751471,5.002725489015575,0.005126953125
6,"Petrified palm trees are found in sedimentary rock near glaciers. The presence of the petrified palm trees most likely provides evidence for which statement?

Answer choices:
A. There was once more water in the area.
B. The area was once grassland.
C. The climate in the area was once tropical.
D. There are active faults in the area.","[('A', 'There was once more water in the area.'), ('B', 'The area was once grassland.'), ('C', 'The climate in the area was once tropical.'), ('D', 'There are active faults in the area.')]",C,C,1,1,3.129943894421219,0.0149420699999609,0.0178175230606222,2.9996595850025187,0.003173828125
7,"Farmers in Wyoming were concerned because some of their chickens were being preyed upon by hawks that lived in areas around their ranches. The farmers grouped together and hunted the hawks until they were no longer in their area. Which would most likely happen next?

Answer choices:
A. The chicken population would go down.
B. Populations of mice and rats would increase.
C. Another bird of prey would replace the hawk.
D. The chickens would have a lower rate of disease.","[('A', 'The chicken population would go down.'), ('B', 'Populations of mice and rats would increase.'), ('C', 'Another bird of prey would replace the hawk.'), ('D', 'The chickens would have a lower rate of disease.')]",B,B,1,0,4.80679527305949,0.0149099225004647,0.0178182114588137,4.603283611999359,0.0048828125
8,"Copper is an element that is used in electrical wires. What is the smallest unit of copper that still maintains the characteristics of copper?

Answer choices:
A. the atom
B. the electron
C. the nucleus
D. the proton","[('A', 'the atom'), ('B', 'the electron'), ('C', 'the nucleus'), ('D', 'the proton')]",A,A,1,1,12.664793629507155,0.0149401247499554,0.0179847105080244,2.28986460199485,0.002197265625
9,"According to cell classification, prokaryotic cells are separated from eukaryotic cells. Which feature is often used to distinguish prokaryotic cells from eukaryotic cells?

Answer choices:
A. life processes
B. size differences
C. plasma membranes
D. energy molecules","[('A', 'life processes'), ('B', 'size differences'), ('C', 'plasma membranes'), ('D', 'energy molecules')]",B,C,0,0,1813.148317078753,0.0149376997501349,0.0178193886918792,3.1246856540037697,0.003173828125
