item_index,prompt,choices,gold_label,predicted_label,correct,correct_raw,perplexity,ttft_sec,tbt_sec,total_latency_sec,peak_memory_gb
0,An astronomer observes that a planet rotates faster after a meteorite impact. Which is the most likely effect of this increase in rotation?,"[('A', 'Planetary density will decrease.'), ('B', 'Planetary years will become longer.'), ('C', 'Planetary days will become shorter.'), ('D', 'Planetary gravity will become stronger.')]",C,D,0,0,35.1200116105383,0.01906987750010103,0.06991322156523971,1.6842836060009176,0.0069580078125
1,A group of engineers wanted to know how different building designs would respond during an earthquake. They made several models of buildings and tested each for its ability to withstand earthquake conditions. Which will most likely result from testing different building designs?,"[('A', 'buildings will be built faster'), ('B', 'buildings will be made safer'), ('C', 'building designs will look nicer'), ('D', 'building materials will be cheaper')]",B,D,0,0,3057.2700684899896,0.01872537750000447,0.06990476737502149,1.1933777880003618,0.006591796875
2,The end result in the process of photosynthesis is the production of sugar and oxygen. Which step signals the beginning of photosynthesis?,"[('A', 'Chemical energy is absorbed through the roots.'), ('B', 'Light energy is converted to chemical energy.'), ('C', 'Chlorophyll in the leaf captures light energy.'), ('D', 'Sunlight is converted into chlorophyll.')]",C,B,0,0,12.463653281560628,0.01769464350002181,0.07002318954831818,2.2414974499979508,0.00732421875
3,"A physicist wants to determine the speed a car must reach to jump over a ramp. The physicist conducts three trials. In trials two and three, the speed of the car is increased by 20 miles per hour. What is the physicist investigating when he changes the speed?","[('A', 'the control'), ('B', 'the hypothesis statement'), ('C', 'the dependent (responding) variable'), ('D', 'the independent (manipulated) variable')]",D,B,0,0,6205.818145411996,0.01887615250007002,0.07013942231242254,1.1977353669990407,0.0072021484375
4,Devil facial tumor disease (DFTD) is a disease that is decimating the population of Tasmanian devils. The disease passes from one animal to another through bites and is caused by parasites. The parasites cause cancerous tumors that spread throughout an infected animal's body and kill it. What is the best description of DFTD?,"[('A', 'a non-infectious, cell-cycle disease'), ('B', 'an infectious, cell-cycle disease'), ('C', 'a non-infectious, chronic disease'), ('D', 'an infectious, chronic disease')]",B,D,0,0,244.44660327845287,0.02016730674995415,0.07009593658337583,1.7629717050008367,0.009033203125
5,"A type of small mammal from the mountain regions of the western United States makes its home out of piles of rock. During summer months, the mammal places grasses and seeds in protected places in the rock piles. Which of the following is the most likely reason for this behavior?","[('A', 'to repare for migration before winter'), ('B', 'to provide warmth during the cold winter months'), ('C', 'to store food that will be eaten over the winter months'), ('D', 'to protect the grasses and seeds from decay before winter')]",C,D,0,0,5218.0042825430755,0.01898287699998491,0.07010586133331097,2.3894249319992014,0.0076904296875
6,Petrified palm trees are found in sedimentary rock near glaciers. The presence of the petrified palm trees most likely provides evidence for which statement?,"[('A', 'There was once more water in the area.'), ('B', 'The area was once grassland.'), ('C', 'The climate in the area was once tropical.'), ('D', 'There are active faults in the area.')]",C,D,0,0,20603.743377760526,0.01847133000001122,0.06994132765519931,2.102183822000825,0.00732421875
7,Farmers in Wyoming were concerned because some of their chickens were being preyed upon by hawks that lived in areas around their ranches. The farmers grouped together and hunted the hawks until they were no longer in their area. Which would most likely happen next?,"[('A', 'The chicken population would go down.'), ('B', 'Populations of mice and rats would increase.'), ('C', 'Another bird of prey would replace the hawk.'), ('D', 'The chickens would have a lower rate of disease.')]",B,A,0,0,10352.37590420587,0.018870357499963575,0.07002294490313297,2.2461927219969766,0.007568359375
8,Copper is an element that is used in electrical wires. What is the smallest unit of copper that still maintains the characteristics of copper?,"[('A', 'the atom'), ('B', 'the electron'), ('C', 'the nucleus'), ('D', 'the proton')]",A,A,1,1,18.689838972768165,0.017708360500137132,0.06974353299995073,0.34980757400035145,0.005859375
9,"According to cell classification, prokaryotic cells are separated from eukaryotic cells. Which feature is often used to distinguish prokaryotic cells from eukaryotic cells?","[('A', 'life processes'), ('B', 'size differences'), ('C', 'plasma membranes'), ('D', 'energy molecules')]",B,B,1,1,97328.23136280182,0.018550274999938665,0.0705757180001001,0.35650397200015504,0.006103515625
