item_index,prompt,gold_index,predicted_index,correct,correct_raw,perplexity,ttft_sec,tbt_sec,total_latency_sec,peak_memory_mb
0,"Dodgeball: A large group of people are seen standing around a large gymnasium playing a game of dodge ball with one another. One man
A. hits the other after pulling the other down the court.
B. takes out a tennis ball while moving the other creatures around.
C. stands while the other kicks and hits at him while the pudding team cheerleaders cheer on.
D. performs an impressive flip that leads to a man speaking to the camera and showing more shots of impressive dodgeball play.",3,3,1,0,46.67810607607033,0.015425187749769975,0.020503876511085966,3.752398522994554,1.25
1,"Playing accordion: A man is seen speaking to the camera while holding a large accordion in his hands. The man
A. plays the instrument while looking in the camera with his hands.
B. continues playing the instrument while looking off into the distance and pointing.
C. then demonstrates how to properly play the instrument while moving his hands up and down.
D. begins working out on the accordion while tying other pieces together and putting the ends together.",2,0,0,0,14.55176678407941,0.015186830499715143,0.020436141499936947,2.962679414989907,1.0
2,"Putting on makeup: She begins to put eye shadow on her eyelids and rubbing it in. She adds eyelash extensions on her eyes. Then
A. , she begins to contour her entire face little by little patting it down as she goes along.
B. she reappears and touches her eyelids.
C. she pretends to dusty your eyes.
D. she repeats the process with her lips.",0,3,0,0,22.38121740146746,0.015191367749594065,0.02033671846832856,3.273966988994289,1.25
3,"Hurling: People are playing lacrosse on a field. They score a point into the net. Two men
A. high five on the field.
B. are standing behind a net holding sticks.
C. keep score, making a shot over the net.
D. fall to the ground.",0,1,0,0,13.410979095163809,0.015186897500370833,0.0203123842220987,2.4372965439870313,0.75
4,"Shaving: We see a man in a barber shop and see images of the shop. The barber speaks cut with scenes of a barber shop. We
A. then see the scene switch to the barber shop.
B. see cut with images but we see nothing.
C. see a lady order wax paper and a barber shop.
D. see a union jack flag on the arm of a chair.",3,0,0,0,14.519332558177714,0.015178914999978588,0.020223872518945887,3.2560875179933646,1.0
5,"Tumbling: The second woman is shown performing some sort of pose. The first woman is shown performing gymnastics once again. The second woman
A. then does heavily beam with the first woman.
B. is shown stretching her leg in the air.
C. is sitting at the speed of light and flashing the flag high into the air.
D. is shown with her cheerleading outfit on and the third woman performing same move.",1,1,1,1,11.428700529293891,0.015186542500941869,0.02030055834809532,3.268234389002828,1.0
6,"Polishing forniture: He removes varnish from the top of the table. Afterwards, he does a light sanding of the table. With a tack rug
A. remover, he rearranges the table.
B. , he makes a straight design from the top of the table.
C. , he fixes the seat of the table.
D. , he removes the dust.",3,2,0,1,36.670786790859914,0.01518976749957801,0.020274674049949225,3.3047069179901882,1.0
7,"Making a cake: A man in a chef's coat is standing in a kitchen talking to the camera. A pancake is shown with syrup being poured on it. Ingredients are placed in a bowl. The man
A. cracks an egg and whisks the ingredients in a bowl.
B. takes a knife and moves the spatula around the counter.
C. picks up the spatula on a plate and does as he is asked.
D. walks over to the toaster and begins eating the scrambled eggs he was eating.",0,0,1,1,6.586128898768413,0.015176750000136963,0.020296361995376985,4.48531391499273,1.25
8,"Snow tubing: A person's car is shown from several angles with a person inside and leads into the car driving with people inside. The people
A. are moving the containers using the hose and cars behind them.
B. take turns driving the cars while also driving stones and gravel around.
C. are then shown in various angles riding up a snowy mountain and going down a hill.
D. go skiing together and end by holding hands.",2,2,1,0,17.878868294676213,0.015187142749709892,0.020246263452801096,3.2799044599942135,1.0
9,"Doing karate: Two girls are standing up doing karate. People are sitting down watching them. A woman in a black robe
A. is talking to them.
B. is kissing a man.
C. is standing up next to them.
D. starts talking to another woman.",2,0,0,0,16.740064519907115,0.014937120000013238,0.020062917837353374,2.527487373994518,0.75
10,"Playing water polo: The camera zooms in to show people swimming in the pool and some playing volleyball in the pool. One person gets out of the pool and walks away. A person
A. gets on the screen and writes on the bottom of the screen.
B. gets down on the floor and holds a ball down onto a volleyball net.
C. throws the ball at someone's face.
D. picks up a ball off the ground as the camera shows numerous objects made out of sand.",2,2,1,1,14.955162032563958,0.014935562499431398,0.020118715166596173,4.043247852983768,1.25
11,"Archery: He takes another one and shoots it. He grabs another arrow from his waist and shoots again. He shoots an arrow once more. He
A. shoots again at a close range.
B. shoots a second arrow.
C. grabs a final arrow and shoots.
D. shoots two arrow from between his fingers.",2,1,0,0,19.545994575265514,0.014926320249742275,0.020190935916145934,2.9470091170078376,0.75
12,"Smoking a cigarette: A man and a woman stand on a street talking on front a window. A person
A. exits a building and enters a gym.
B. passes on front the man and the woman.
C. water ski from a lake.
D. sitting down here carving a pumpkin and knitting at the same time.",1,0,0,0,43.24488480133621,0.014931292500023119,0.020145555366464882,2.477191813975878,0.75
13,"Playing drums: Using his foot for the base and drumming on the snare like a natural. A woman is on a piano playing along with the child. They
A. continue playing the drums and playing the music.
B. have a small audience sitting and watching them perform.
C. continue to play the drum better and play till there's no longer a fist drumming loudly in the background.
D. are both playing and singing along very intently while they're playing for joy.",1,0,0,0,25.861196728644718,0.014928887499536359,0.02010810968649575,3.7797158419998595,1.25
14,"Trimming branches or hedges: He climbed the blue-green ladder to trim the top of the hedge, he moved the ladder to do the middle top of the hedge. The man
A. climbed the ladder to get in the ladder and climber up the ladder.
B. put the lawn mower down and walk as far as the ladder, he pushed the lawn mower against the ladder he was standing on.
C. trimmed the round low bush, used the ladder to trim the top of the round hedge.
D. worked up as fast as he could till he made it over that part right above the top of the hedge.",2,1,0,0,31.464716213384595,0.014933237750483386,0.020144170475027357,4.51159462598298,1.5
15,"Getting a haircut: There is a young man dressed in a black shirt going round in circles to show his hair from the front and back. Then he
A. fall off the chair and lands on his face and there are various things on the table next to him immediately he falls off the table onto his back but continues to be riding around doing circular motions on his butts.
B. takes a spray bottle and sprays his hair with water and combs it.
C. gets behind a large red ball and sits and the lights go up and he begins drinking from it as if he just won a jackpot.
D. sits down on the ground and starts to roll over, with his hands on his hips as he bounces up and down.",1,1,1,1,6.074486210000949,0.01491566499998953,0.02016765694266956,4.637720785985948,1.75
16,"Getting a haircut: He then takes a razor and begins shaving the sides and the back of his head. He takes a pair of scissors and starts trimming the top part of hair. He
A. uses a black comb and scissors to point cut his hair.
B. clips the tails to give it a good shape.
C. starts with the back of his head that is now shaved.
D. combs all sections of his hair and finishes shaving around his crotch area.",0,2,0,0,19.34565635133841,0.014939092499844264,0.020107507123790017,3.96061275201464,1.25
17,"Getting a haircut: He then combs the hair to style it. He runs his fingers through the hair to finish off the look. He
A. then cuts the hair off and takes it to the drier.
B. grabs his ruler and enjoys a final look before exiting the room with his hair combed.
C. rotates around to show his hairstyle from all angles.
D. then leaves the salon with his hair together.",2,2,1,0,24.89486171508075,0.014941929999622516,0.02018789523411019,3.2494551669879,1.0
18,"Playing pool: There's a woman dressed in black playing billiards in front of some spectators. After she
A. knocks down 6 pins, a person comes and jack by.
B. finishes her game, she begins knocking down fifty and counts it.
C. 's done rolling the ball, she puts on a red shirt and grabs her purple racquet.
D. 's done another lady takes her turn and hits a few shots.",3,2,0,1,33.23890575277348,0.014930794999145292,0.02012031511434803,2.8765672960053053,1.0
